Test Accuracy: 0.2912
Total samples: 4502
Correct predictions: 1311

Model Configuration:
  Embedding size: 128
  Hidden size: 256
  Encoder layers: 3
  Decoder layers: 3
  Cell type: lstm
  Beam size: 5

source,prediction,target,correct
patki,पतकी,पटकी,False
pataraani,पतरानी,पटरानी,False
patrani,पत्रानी,पटरानी,False
patavaari,पतावारी,पटवारी,False
patwari,पतवारी,पटवारी,False
pataakshep,पताक्षेप,पटाक्षेप,False
patachep,पटचेप,पटाक्षेप,False
patakshep,पतक्षेप,पटाक्षेप,False
patiya,पतिया,पटिया,False
patiyaa,पतिया,पटिया,False
padaraunaa,पदारौना,पडरौना,False
padrauna,पद्रौन,पडरौना,False
padega,पदेगगा,पड़ेगा,False
padegaa,पदेगगा,पड़ेगा,False
padha,पढ़ा,पढ़ा,True
padhaa,पढ़ा,पढ़ा,True
padhaataa,पढ़ाता,पढ़ाता,True
padhata,पढ़ता,पढ़ाता,False
patili,पतिली,पतीली,False
padamawati,पदामवती,पदमावती,False
padmavati,पद्मवाती,पदमावती,False
padmawati,पद्मवती,पदमावती,False
padadhikari,पदाधधिकरी,पदाधिकारी,False
panapnaa,पनपना,पनपना,True
panpana,पनपना,पनपना,True
panaamaa,पनामा,पनामा,True
panama,पनामा,पनामा,True
paneer,पनीर,पनीर,True
pammi,पममी,पम्मी,False
pammu,पममम,पम्मी,False
pummi,पूममी,पम्मी,False
pummy,पुममी,पम्मी,False
pardesiyon,पर्देसियों,परदेसियों,False
pardesi,पर्देसी,परदेसी,False
parva,परवा,परवा,True
parvaa,पर्वा,परवा,False
parwa,परवा,परवा,True
parwaa,परवा,परवा,True
paraadheen,पराधीन,पराधीन,True
paraadhin,पराधधी,पराधीन,False
paradheen,पराधीन,पराधीन,True
paradhin,पराधीन,पराधीन,True
parikalpit,परिकालपित,परिकल्पित,False
parimal,परिमाल,परिमल,False
parishad,परिशाद,परिषद,False
parishadiy,परिशादीय,परिषदीय,False
parishadiya,परिशादिया,परिषदीय,False
parishadon,परिशादों,परिषदों,False
parikhaen,परिखाएं,परीक्षाएं,False
parikshaayein,परिक्षाएं,परीक्षाएं,False
parikshaen,परिक्षाएं,परीक्षाएं,False
parosane,परोसाने,परोसने,False
parosne,परोसने,परोसने,True
parda,परदा,पर्दा,False
pardaa,परदाा,पर्दा,False
purple,पूर्पल,पर्पल,False
palatne,पलतेने,पलटने,False
paltane,पलताने,पलटने,False
palaari,पलारी,पलारी,True
palari,पलारी,पलारी,True
pale,पले,पले,True
palmonari,पल्मोनरी,पल्मोनरी,True
pulmonary,पूलमोनरी,पल्मोनरी,False
plus,प्लूस,पल्स,False
pulse,पुलस,पल्स,False
pashtun,पष्तुन,पश्तून,False
pashtuun,पष्तुन,पश्तून,False
pahan,पहन,पहन,True
pehan,पहन,पहन,True
pahantaa,पहंता,पहनता,False
pahnata,पहनता,पहनता,True
pehnate,पहनते,पहनता,False
pahanate,पहनते,पहनते,True
pahante,पहंते,पहनते,False
pehnate,पहनते,पहनते,True
pahnaakar,पहनाकार,पहनाकर,False
pahnakar,पहनाकर,पहनाकर,True
pehnakar,पहनाकर,पहनाकर,True
pahnaati,पहनाती,पहनाती,True
pahnati,पहनती,पहनाती,False
pehnati,पहनती,पहनाती,False
pahani,पहानी,पहनी,False
pahni,पहनी,पहनी,True
pehni,पहनी,पहनी,True
pahno,पहनो,पहनो,True
pehno,पहनो,पहनो,True
pahla,पहला,पहला,True
pahlaa,पहला,पहला,True
pehla,पहला,पहला,True
paheliyaan,पहेलियां,पहेलियां,True
paheliyan,पहेलियां,पहेलियां,True
paheliyon,पहेलियों,पहेलियों,True
pide,पिडे,पाइड,False
pied,पीड,पाइड,False
pythagoras,पिथागोरास,पाइथागोरस,False
pythogaras,पिथोगारस,पाइथागोरस,False
paakhandi,पाखंदी,पाखंडी,False
pakhandi,पखंड़ी,पाखंडी,False
paathshaalaayein,पाशशालाएं,पाठशालाएं,False
pathshalayein,पथशालाएं,पाठशालाएं,False
pathshalayen,पथशालाएं,पाठशालाएं,False
paathyakram,पाथ्यक्रम,पाठ्यक्रम,False
pathyakram,पथ्यक्रम,पाठ्यक्रम,False
pathykram,पथ्यक्रम,पाठ्यक्रम,False
paathyakramon,पाथ्यक्मों,पाठ्यक्रमों,False
pathyakramon,पथ्यक्रमों,पाठ्यक्रमों,False
pathykramon,पथ्यक्रमों,पाठ्यक्रमों,False
population,पोपुलतिन,पापुलेशन,False
pailot,पैलोट,पायलट,False
pilot,पिलोट,पायलट,False
pailoton,पैलोटों,पायलटों,False
piloton,पिलोटों,पायलटों,False
paarampariktaa,पारंपरिकता,पारंपरिकता,True
paramparikata,परमंपरिका,पारंपरिकता,False
paramparikta,परांपरिकता,पारंपरिकता,False
parnel,परनेल,पार्नेल,False
parnell,परनेलल,पार्नेल,False
parleron,पर्लरों,पार्लरों,False
parloron,पर्लोरों,पार्लरों,False
parlouron,पर्लूरों,पार्लरों,False
paarshad,पार्शा,पार्षद,False
parshad,पर्शा,पार्षद,False
paarshadon,पार्शदों,पार्षदों,False
parshadon,पर्शादों,पार्षदों,False
parshdon,पर्शदों,पार्षदों,False
policy,पोलिसी,पालिसी,False
pinta,पिंता,पिंटा,False
pintaa,पिंता,पिंटा,False
piega,पिइगा,पिएगा,False
piyegaa,पियेगा,पिएगा,False
pic,पिक,पिक,True
pick,पिक,पिक,True
pik,पिक,पिक,True
piki,पिकी,पिकी,True
piky,पिकी,पिकी,True
picture,पिक्टर,पिक्चर,False
pigmentation,पिज्मेंटन,पिगमेंटेशन,False
pigs,पिग्स,पिग्स,True
pichde,पिचडे,पिछड़े,False
pichhade,पिछड़े,पिछड़े,True
pijja,पिजजा,पिज्जा,False
pizza,पिजजा,पिज्जा,False
pitaamaha,पितामहा,पितामह,False
pitamah,पितमाह,पितामह,False
pipra,पिप्र,पिपरा,False
pipraa,पिप्रा,पिपरा,False
pipli,पिपली,पिपली,True
pearson,पेरसों,पियरसन,False
pierson,पिर्सों,पियरसन,False
peary,पीरी,पियरी,False
piyari,पियारी,पियरी,False
pisaai,पिसाई,पिसाई,True
pisai,पिसाई,पिसाई,True
pihaani,पिहानी,पिहानी,True
pihani,पिहनी,पिहानी,False
pib,पिब,पीआईबी,False
pr,प्र,पीआर,False
pml,पमल,पीएमएल,False
pmo,पमो,पीएमओ,False
pmch,पमच,पीएमसीएच,False
psv,प्स,पीएसवी,False
peaking,पिकिंग,पीकिंग,False
picking,पिककिंग,पीकिंग,False
peetne,पीटने,पीटने,True
pitne,पितने,पीटने,False
pedia,पेडिया,पीडिया,False
pidiya,पिदिया,पीडिया,False
pidiyaa,पिदिया,पीडिया,False
peelepan,पीलेपपन,पीलेपन,False
pilepan,पिलेपपन,पीलेपन,False
pv,पीवी,पीवी,True
pisa,पिसा,पीसा,False
putla,पुटला,पुतला,False
putlaa,पुतला,पुतला,True
putaliyaan,पुतालियां,पुतलियां,False
putliyan,पुट्लियां,पुतलियां,False
putaliyon,पुतालियों,पुतलियों,False
putliyon,पुटलियों,पुतलियों,False
putali,पुताली,पुतली,False
putli,पुटली,पुतली,False
putale,पुटले,पुतले,False
putle,पुटले,पुतले,False
putin,पूतिन,पुतिन,False
putul,पुटुल,पुतुल,False
punargathan,पूनर्गठान,पुनर्गठन,False
puna,पुना,पुना,True
puraane,पुराने,पुराने,True
purane,पूरने,पुराने,False
puru,पूरु,पुरू,False
purjon,पूर्जों,पुर्जों,False
purzon,पूर्जों,पुर्जों,False
pulam,पुलमम,पुलम,False
pushkin,पुशकीन,पुश्किन,False
pushkarana,पुष्करण,पुष्करणा,False
pushkarna,पुष्कर्ण,पुष्करणा,False
pushkarnaa,पुष्कर्ण,पुष्करणा,False
pushp,पुष्प,पुष्प,True
pushpa,पुष्पा,पुष्प,False
pushpa,पुष्पा,पुष्पा,True
pushpaa,पुष्पा,पुष्पा,True
pushpit,पुष्पित,पुष्पित,True
pushpon,पुष्पों,पुष्पों,True
poonjikaran,पूंजीकरण,पूंजीकरण,True
punjikaran,पुंजीकरण,पूंजीकरण,False
poojaapaath,पूजापाठ,पूजापाठ,True
poojapath,पूजापाठ,पूजापाठ,True
pujapath,पुजापाठ,पूजापाठ,False
pooranpur,पूरानपुर,पूरनपुर,False
puranpur,पुरांपुर,पूरनपुर,False
purvaabhaas,पूर्वाभास,पूर्वाभास,True
purvaabhas,पूर्वाभास,पूर्वाभास,True
purvabhaas,पूर्वभास,पूर्वाभास,False
purvabhas,पूर्वभास,पूर्वाभास,False
pendulam,पेंदुलम,पेंडुलम,False
pendulum,पेंडुलम,पेंडुलम,True
peg,पेग,पेग,True
pages,पगेस,पेजेज,False
pajej,पजेज,पेजेज,False
pace,पेस,पेस,True
pes,पेस,पेस,True
pastry,पस्ट्री,पेस्ट्री,False
pangolin,पंगोलिन,पैंगोलिन,False
pengolin,पेंगोलीन,पैंगोलिन,False
packard,पैकार्ड,पैकर्ड,False
package,पैकागे,पैकेज,False
packageon,पैकागें,पैकेजों,False
packagon,पैकागों,पैकेजों,False
packajon,पककाजों,पैकेजों,False
paim,पैम,पैम,True
pam,पम,पैम,False
paratrooper,पारत्रूपर,पैराट्रूपर,False
peratrupers,पेरत्रपर्स,पैराट्रूपर,False
paranormal,पररनर्मल,पैरानॉर्मल,False
peranormal,पेरनोरम,पैरानॉर्मल,False
paraffin,पारफफिन,पैराफिन,False
parafin,पराफिन,पैराफिन,False
perafin,पेरफफन,पैराफिन,False
parabola,पराबोला,पैराबोला,False
perabola,पेरबोला,पैराबोला,False
polimer,पोलिमर,पॉलिमर,False
polymer,पोलियर,पॉलिमर,False
polishing,पोलिशिंग,पॉलिशिंग,False
pokar,पोकर,पोकर,True
poker,पोकर,पोकर,True
polish,पोलिश,पोलिश,True
poshit,पोषित,पोषित,True
posta,पोस्ता,पोस्ता,True
pau,पौ,पौ,True
pyade,प्यदे,प्यादे,False
prakriya,प्रक्रिया,प्रक्रिया,True
prakshepak,प्रक्षेपक,प्रक्षेपक,True
pratigya,प्रतिज्ञ,प्रतिज्ञा,False
prtigyaa,प््तिज्ञा,प्रतिज्ञा,False
pratibhutiyan,प्रतिभूतियां,प्रतिभूतियां,True
pratiyon,प्रतियों,प्रतियों,True
prativaad,प्रतिववाद,प्रतिवाद,False
prativad,प्रतिववाद,प्रतिवाद,False
prativadi,प्रतिवादी,प्रतिवादी,True
pratishat,प्रतिष्षत,प्रतिशत,False
praneet,प्रनीत,प्रनीत,True
pranit,प्रणित,प्रनीत,False
prapaat,प्रपपत,प्रपात,False
prapat,प्रपपत,प्रपात,False
prapaaton,प्रपातों,प्रपातों,True
prapaton,प्रपपतों,प्रपातों,False
prabodhini,प्रबोधिनी,प्रबोधिनी,True
prayaasrat,प्रयास्रत,प्रयासरत,False
prayasarat,प्रयासरत,प्रयासरत,True
pradarshan,प्रदर्शन,प्रर्दशन,False
prardashan,प्ररदाशन,प्रर्दशन,False
pravati,प्रवती,प्रवत्ति,False
pravatti,प्रवततती,प्रवत्ति,False
prashaasanik,प्रशासानिक,प्रशासनिक,False
prashasanik,प्रशससनिक,प्रशासनिक,False
prashasnik,प्रशशसनिक,प्रशासनिक,False
prashaasanon,प्रशासनों,प्रशासनों,True
prashansanon,प्रशसंसनों,प्रशासनों,False
prashasanon,प्रशसानों,प्रशासनों,False
prashikshu,प्रशिक्षु,प्रशिक्षु,True
prastaavon,प्रस्तावों,प्रस्तावों,True
prastavon,प्रस्तावों,प्रस्तावों,True
prahlaad,प्रहलाद,प्रहलाद,True
prahlad,प्रहलाद,प्रहलाद,True
prahasan,प्रहासन,प्रहसन,False
prahsan,प्रहसान,प्रहसन,False
prahaarak,प्रहारक,प्रहारक,True
praharak,प्रहरक,प्रहारक,False
prahad,प्रहाद,प्रह्लाद,False
prahlad,प्रहलाद,प्रह्लाद,False
privacy,प्रिवासी,प्राइवेसी,False
praakkathan,प्रकककाठन,प्राक्कथन,False
prakkathan,प्रककाठान,प्राक्कथन,False
praan,प्रान,प्राण,False
pran,प्रण,प्राण,False
pranon,प्रणों,प्राणों,False
prathamik,प्रथथमिक,प्राथमिक,False
prathmik,प्रथथमिक,प्राथमिक,False
praathmikata,प्राथ्मिकता,प्राथमिकता,False
prathmikta,प्रथ्मिकता,प्राथमिकता,False
prathmiki,प्रथथमिक,प्राथमिकी,False
pradhyapakon,प्रध्यापकों,प्राध्यापकों,False
prapt,प्रप्त,प्राप्त,False
prapta,प्पपता,प्राप्त,False
prapti,प्रपपती,प्राप्ती,False
praroop,प्ररूप,प्रारूप,False
prarup,प्ररुप,प्रारूप,False
priyamani,प्रियमानी,प्रियामणि,False
proof,प्रूफ,प्रूफ,True
pruf,प्रफ,प्रूफ,False
prekshakon,प्रेक्ककों,प्रेक्षकों,False
prem,प्रेम,प्रेम,True
premlata,प्रेमलता,प्रेमलता,True
prema,प्रेमा,प्रेमा,True
premi,प्रेमी,प्रेमी,True
profit,प्रोफित,प्रॉफिट,False
processing,प्रोससिंग,प्रॉसेसिंग,False
programers,प्रोग्र्र्स,प्रोग्रामर्स,False
programmers,प्रोग्रमर्स,प्रोग्रामर्स,False
programs,प्रोग्र्म,प्रोग्रामर्स,False
proto,प्रोतो,प्रोटो,False
propellant,प्रोपेलांट,प्रोपेलेंट,False
propellent,प्रोपेलेंट,प्रोपेलेंट,True
praudh,प्रौध,प्रौढ,False
proud,प्रूद,प्रौढ,False
plan,प्लन,प्लेन,False
plane,प्लाने,प्लेन,False
fund,फंड,फंड,True
funda,फुंडा,फंडा,False
funding,फंडिंग,फंडिंग,True
fandon,फंडों,फंदों,False
fagua,फगुआ,फगुआ,True
fatane,फटने,फटने,True
phatane,फतने,फटने,False
phatne,फटने,फटने,True
fadfadata,फद्फदाता,फड़फड़ाता,False
phadphadata,फद्पदाता,फड़फड़ाता,False
fatehgadh,फतेहगढ़,फतेहगढ़,True
fatehgarh,फतेहगढ़,फतेहगढ़,True
fabti,फब्ती,फब्ती,True
phabti,फब्ती,फब्ती,True
farse,फर्स,फरसे,False
pharase,फरसे,फरसे,True
pharse,फर्स,फरसे,False
farheen,फरहहन,फरहीन,False
farhin,फरहीन,फरहीन,True
farth,फर्थ,फर्थ,True
ferth,फर्थ,फर्थ,True
pharth,फर्थ,फर्थ,True
farmion,फर्मिन,फर्मिऑन,False
fermion,फर्मिन,फर्मिऑन,False
firmian,फिर्मियन,फर्मिऑन,False
farookhabad,फरूूखबा,फर्रुखाबाद,False
farrukhabad,फररुखाबद,फर्रुखाबाद,False
farukhabad,फरुुखाबद,फर्रुखाबाद,False
farookhnagar,फरूूखनगर,फर्रूखनगर,False
farrukhnagar,फररुखनागर,फर्रूखनगर,False
farukhnagar,फरुुखनगर,फर्रूखनगर,False
falata,फलाता,फलता,False
falta,फल्ता,फलता,False
phalata,फलाता,फलता,False
falne,फलने,फलने,True
phalne,फलने,फलने,True
falitarth,फलितार्थ,फलितार्थ,True
phalitartha,फलितार्थ,फलितार्थ,True
falibhoot,फलिभभूत,फलीभूत,False
falibhut,फलिभभूत,फलीभूत,False
phalibhoot,फलिभभूत,फलीभूत,False
favvara,फववारा,फव्वारा,False
fawaara,फवारा,फव्वारा,False
favvare,फववारे,फव्वारे,False
fawaare,फवारे,फव्वारे,False
favvaron,फवववरों,फव्वारों,False
fawaaron,फवारों,फव्वारों,False
faisala,फैसला,फ़ैसला,False
faisla,फैसला,फ़ैसला,False
follow,फोलोल,फ़ॉलो,False
faansi,फांसी,फांसी,True
fansi,फंसी,फांसी,False
fatama,फतामा,फातमा,False
fatma,फत्मा,फातमा,False
faaf,फाफ,फाफ,True
phaaph,फाफ,फाफ,True
farsi,फरसी,फारसी,False
forcee,फॉरसी,फारसी,False
farm,फर्म,फार्म,False
form,फोर्म,फार्म,False
farmic,फर्मिक,फार्मिक,False
formic,फोर्मिक,फार्मिक,False
formulae,फोर्मुला,फार्मूले,False
formule,फोर्मल,फार्मूले,False
formuley,फोर्मल,फार्मूले,False
pharmacy,फर्मा,फार्मेसी,False
pharma,फर्मा,फार्मों,False
pharmon,फर्मों,फार्मों,False
farms,फर्मस,फार्म्स,False
finger,फिंगर,फिंगर,True
fikra,फिक्रा,फिक्र,False
physician,फियसिकिं,फिजिशियन,False
firti,फिर्ती,फिरती,False
fisla,फिस्ला,फिसला,False
fislaa,फिस्ला,फिसला,False
feeder,फीडर,फीडर,True
fulaaye,फुलाए,फुलाए,True
fulae,फुलाए,फुलाए,True
fulay,फुलाय,फुलाए,False
furti,फूर्ती,फूर्ति,False
phurti,फूर्ती,फूर्ति,False
fus,फूस,फूस,True
phoos,फूस,फूस,True
phus,फुस,फूस,False
feka,फेका,फेका,True
fefada,फेफादा,फेफड़ा,False
fefda,फेफड़ा,फेफड़ा,True
facial,फैसाल,फेशियल,False
fact,फैट,फैक्ट,False
federal,फेडेरल,फैडरल,False
failkar,फैलकार,फैलकर,False
failaaiye,फैलाएय,फैलाइए,False
failaea,फैलाई,फैलाइए,False
failaiya,फैलाइया,फैलाइए,False
failaiye,फैलाइय,फैलाइए,False
failegi,फैलेगगी,फैलेगी,False
font,फोंट,फॉन्ट,False
fogat,फोगत,फोगाट,False
phogat,फोगतत,फोगाट,False
fod,फोड,फोड़,False
phod,फोड,फोड़,False
foda,फोड़ा,फोड़ा,True
fodaa,फोडा,फोड़ा,False
phoda,फोड़ा,फोड़ा,True
fode,फोडे,फोड़े,False
phode,फोड़,फोड़े,False
fodo,फोड़,फोड़ों,False
fodon,फोडों,फोड़ों,False
phodo,फोड़,फोड़ों,False
fortis,फोर्टिस,फोर्टिस,True
fusion,फुसिन,फ्यूजन,False
fuji,फुजी,फ्यूजी,False
fyuji,फ्युजी,फ्यूजी,False
francisca,फ्रेंसिस,फ्रांसिस्का,False
franciska,फ्रेंसिका,फ्रांसिस्का,False
fransiska,फ्रांसस्का,फ्रांसिस्का,False
francisco,फ्रेंसिक,फ्रांसिस्को,False
francisko,फ्रेंसिको,फ्रांसिस्को,False
fransisko,फ्रांसस्को,फ्रांसिस्को,False
fringe,फ्रिंगे,फ्रिंज,False
friendship,फ्रिंद्शिप,फ्रेंडशिप,False
frost,फ्रोस्ट,फ्रॉस्ट,False
flin,फ्लीन,फ्लिन,False
flynn,फ्लिन,फ्लिन,True
flesh,फ्लेश,फ्लेश,True
bang,बंंग,बंग,False
bung,बंग,बंग,True
bangbandhu,बंगबंधु,बंगबंधु,True
bangbhang,बंगभांग,बंगभंग,False
bangash,बंगाश,बंगश,False
bangsh,बंगश,बंगश,True
bantane,बंतने,बंटने,False
bantne,बंटने,बंटने,True
bandhati,बंधाती,बंधती,False
bandhti,बंधती,बंधती,True
bandhan,बंधन,बंधान,False
bandhuon,बंधूं,बंधुओं,False
bamba,बंबा,बंबा,True
mumba,मुमबा,बंबा,False
bakaayon,बकायों,बकायों,True
bakayon,बकायों,बकायों,True
bakaul,बकाल,बकौल,False
bakoul,बकूल,बकौल,False
baksa,बकसा,बक्सा,False
baksi,बकसी,बक्सी,False
bakse,बकसे,बक्से,False
bakhshane,बख्षने,बख्शने,False
bakhshne,बखष्ने,बख्शने,False
bagad,बगाद,बगड़,False
bagd,बगड,बगड़,False
bageechi,बगीची,बगीची,True
bagichi,बगिची,बगीची,False
bachat,बचात,बचत,False
bachati,बचाती,बचती,False
bachti,बचती,बचती,True
bajana,बजाना,बजना,False
bajrangi,बजरांगी,बजरंगी,False
bajaj,बजाज,बजाज,True
batalvi,बतलवी,बटालवी,False
badhachadhakar,बधाचाधार,बढ़ाचढ़ाकर,False
badata,बदाता,बढ़ाता,False
badhaataa,बढ़ाता,बढ़ाता,True
badhata,बढ़ता,बढ़ाता,False
badhaati,बढ़ाती,बढ़ाती,True
badhati,बढ़ती,बढ़ाती,False
badhayi,बढ़ायी,बढ़ायी,True
badhav,बढ़ाव,बढ़ाव,True
badhotari,बढ़ोतारी,बढ़ोतरी,False
badhotri,बढ़ोत्री,बढ़ोतरी,False
batlaae,बतलाई,बतलाए,False
batlaaye,बतलाएय,बतलाए,False
batlae,बतलाई,बतलाए,False
batlaye,बतलाए,बतलाए,True
batlaakar,बतलाकार,बतलाकर,False
batlakar,बतलाकार,बतलाकर,False
badlapur,बदलापूर,बदलापुर,False
badali,बदाली,बदली,False
badli,बदली,बदली,True
badam,बदाम,बदाम,True
banva,बंवा,बनवा,False
banvaa,बंवा,बनवा,False
banaam,बनाम,बनाम,True
banam,बनाम,बनाम,True
bnaam,बनाम,बनाम,True
baniya,बनिया,बनिया,True
banu,बानु,बनू,False
barpaayaa,बर्पाया,बरपाया,False
barpaya,बर्पया,बरपाया,False
barsa,बरसा,बरसा,True
barsaata,बरसाता,बरसाता,True
barsaataa,बरसाता,बरसाता,True
barsata,बरसाता,बरसाता,True
barhad,बरहाद,बरहद,False
baraat,बरात,बरात,True
barat,बरतत,बरात,False
braat,ब्रात,बरात,False
baraamad,बरामाद,बरामद,False
baramad,बरामद,बरामद,True
bramad,ब्रमाद,बरामद,False
baramade,बरामदे,बरामदे,True
baramde,बरामदे,बरामदे,True
bare,बारे,बरे,False
birth,बिर्थ,बर्थ,False
baljeet,बल्जीत,बलजीत,False
baljit,बल्जित,बलजीत,False
ballabh,बल्लभभ,बल्लभ,False
balla,बलला,बल्ला,False
balli,बलली,बल्ली,False
basava,बसवा,बसावा,False
bastiyon,बस्तियों,बस्तियों,True
bahroopiya,बहरूपपिय,बहरूपिया,False
bahrupiya,बहरूपिया,बहरूपिया,True
bahamaas,बहामास,बहामास,True
bahamas,बहामस,बहामास,False
bahaav,बहाव,बहाव,True
bahav,बहाव,बहाव,True
bhav,भाव,बहाव,False
bahavalpur,बहावलपुर,बहावलपुर,True
bahawalpur,बहावलपुर,बहावलपुर,True
bahuchara,बहुचारा,बहुचरा,False
banthia,बंथिया,बांठिया,False
banthiya,बंथिया,बांठिया,False
bandhate,बंधतते,बांधते,False
bandhte,बंधते,बांधते,False
banbi,बंबी,बांबी,False
bombi,बोंबी,बांबी,False
bounceron,बोंसरों,बाउंसरों,False
bowling,बोलिंग,बाउलिंग,False
baku,बकु,बाकू,False
bakuu,बकुू,बाकू,False
baag,बाग,बाग,True
bag,बाग,बाग,True
bagh,बाघ,बाग,False
bagabani,बगाबनी,बागबानी,False
bagbani,बगबबनी,बागबानी,False
bagali,बगलली,बागली,False
bagli,बगली,बागली,False
baagiyon,बागियों,बागियों,True
bagiyon,बगियों,बागियों,False
baago,बागो,बागो,True
bago,बगगो,बागो,False
baji,बाजी,बाज़ी,False
bazi,बाजी,बाज़ी,False
bajaru,बजारू,बाजारू,False
bazaru,बजारू,बाजारू,False
bajuon,बजजू,बाजुओं,False
badh,बढ़,बाध,False
badha,बढ़ा,बाधा,False
baadhaaon,बाधााओं,बाधाओं,False
baadhaon,बाधाओं,बाधाओं,True
badhaaon,बढ़ाओं,बाधाओं,False
badhaon,बढ़ाओं,बाधाओं,False
baadhit,बाधित,बाधित,True
badhit,बढ़ित,बाधित,False
baani,बानी,बानी,True
bani,बानी,बानी,True
baapa,बापा,बापा,True
baapaa,बापा,बापा,True
bapa,बाप,बापा,False
bapaa,बपा,बापा,False
baabat,बाबत,बाबत,True
babat,बबात,बाबत,False
babt,बाबत,बाबत,True
bayern,बार्न,बायर्न,False
byrun,बियून,बायर्न,False
barah,बराह,बारह,False
baarahamaasee,बारहमासी,बारहमासी,True
barahamasi,बरहहमासी,बारहमासी,False
barahmasi,बरहहमसी,बारहमासी,False
barahsinga,बराशिंगा,बारहसिंगा,False
barasingha,बरसिंघ,बारहसिंगा,False
bala,बाला,बाला,True
baalti,बालती,बाल्टी,False
balti,बलती,बाल्टी,False
balty,बालती,बाल्टी,False
baldvin,बलद्विन,बाल्डविन,False
baldwin,बलद्विन,बाल्डविन,False
bavaji,बवाजी,बावजी,False
bavji,बवजी,बावजी,False
baawaraa,बावरा,बावरा,True
bavra,बवरा,बावरा,False
bawara,बवारा,बावरा,False
baahulya,बाहुल्य,बाहुल्य,True
bahuly,बहुली,बाहुल्य,False
bahulya,बहुल्य,बाहुल्य,False
box,बोक,बाॅक्स,False
bikherati,बिखेरती,बिखेरती,True
bikherti,बिखेरती,बिखेरती,True
biggest,बिग्गेस्ट,बिगेस्ट,False
bichhua,बिछछु,बिछुआ,False
bichhuaa,बिछुचा,बिछुआ,False
biji,बिजी,बिजी,True
busy,बुसी,बिजी,False
buzy,बुज्य,बिजी,False
bipin,बिपीन,बिपिन,False
bilae,बिलाए,बिलाई,False
bilai,बिलाई,बिलाई,True
billa,बिल्ला,बिल्ला,True
billaa,बिल्ला,बिल्ला,True
bilhaur,बिलहार,बिल्हौर,False
bisva,बिस्वा,बिस्वा,True
biswa,बिस्वा,बिस्वा,True
bag,बाग,बीएजी,False
bikaner,बिकनेर,बीकानेर,False
bikaneri,बिकनेरी,बीकानेरी,False
bk,ब्क,बीके,False
beejak,बीजक,बीजक,True
bijak,बिजक,बीजक,False
beef,बीफ,बीफ,True
beem,बीम,बीम,True
bim,बिम,बीम,False
beemon,बीमों,बीमों,True
bimon,बिमों,बीमों,False
beerganj,बीरगंज,बीरगंज,True
birganj,बिरगगंज,बीरगंज,False
beesavaan,बीसवान,बीसवां,False
bisavan,बिसवान,बीसवां,False
bisawan,बिसवान,बीसवां,False
beast,बिस्ट,बीस्ट,False
budvig,बुद्विग,बुडविग,False
budwig,बुडविग,बुडविग,True
bull,बुल,बुल,True
bulaao,बुलाओ,बुलाओ,True
bulao,बुलाओ,बुलाओ,True
bule,बुले,बुले,True
bulletin,बल्लेटीन,बुलेटिन,False
brijesh,ब्रिजेश,बृजेश,False
benvar,बेंवर,बेंवर,True
benwar,बेंवर,बेंवर,True
beaulad,बीयलाद,बेऔलाद,False
bekaaboo,बेकाबू,बेकाबू,True
bekabu,बेकबब,बेकाबू,False
bechakar,बेचकार,बेचकर,False
bechkar,बेचकर,बेचकर,True
bechate,बेचते,बेचते,True
bechte,बेचते,बेचते,True
bediyan,बेडियां,बेड़ियां,False
bethanal,बेथनाल,बेथनल,False
bethnal,बेथनल,बेथनल,True
benis,बेनिस,बेनिस,True
belacha,बेलचा,बेलचा,True
belcha,बेलचा,बेलचा,True
belinda,बेलिंदा,बेलिंडा,False
bevkufana,बेवकुफना,बेवकूफाना,False
bewakoofaanaa,बेवाकूफाना,बेवकूफाना,False
bewkufana,बेवकुफना,बेवकूफाना,False
besahaaraa,बेसहारा,बेसहारा,True
besahara,बेसहार,बेसहारा,False
basin,बसीन,बेसिन,False
besin,बेसीन,बेसिन,False
basil,बसील,बेसिल,False
besil,बेसल,बेसिल,False
bandage,बंदगे,बैंडेज,False
bandej,बंदेज,बैंडेज,False
baithantey,बैठंते,बैठते,False
baithate,बैठते,बैठते,True
baitool,बैटूल,बैतूल,False
baitul,बैतुल,बैतूल,False
betul,बेटूल,बैतूल,False
baini,बैनी,बैनी,True
beni,बेनी,बैनी,False
bairakpur,बैरकपुर,बैरकपुर,True
barrackpore,बरराक्पोर,बैरकपुर,False
baila,बैला,बैला,True
bella,बेलला,बैला,False
ballistic,बललिस्टिक,बैलिस्टिक,False
bells,बेल्स,बैल्स,False
bostan,बोस्तन,बॉस्टन,False
bosten,बोस्टें,बॉस्टन,False
boston,बोस्टन,बॉस्टन,False
bokaro,बोकारो,बोकारो,True
bodara,बोदरा,बोदरा,True
bodra,बोद्र,बोदरा,False
bodraa,बोद्ा,बोदरा,False
bona,बोना,बोना,True
borkar,बोरकर,बोरकर,True
borivali,बोरिवाली,बोरीवली,False
boriwali,बोरिवाली,बोरीवली,False
born,बोर्न,बोर्न,True
bolane,बोलने,बोलने,True
boliae,बोलिय,बोलिए,False
boliy,बोलीय,बोलिए,False
boliye,बोलिय,बोलिए,False
bosaan,बोसान,बोसान,True
bosan,बोसन,बोसान,False
bauni,बौनी,बौनी,True
